Chr1	3302751	3303000	Chr1	3297877	3298125
Chr1	3397218	3405079	Chr1	3302842	3310716
Chr1	7396537	7398804	Chr1	7373760	7376099
Chr1	8374551	8375152	Chr1	16105233	16105836
Chr1	8644354	8644468	Chr1	16361767	16361881
Chr1	8790237	8791406	Chr1	7877950	7879119
Chr1	8791398	8794372	Chr1	7885763	7888741
Chr1	8794373	8797988	Chr1	7896259	7899862
Chr1	9548042	9550275	Chr1	18924271	18926502
Chr1	11456954	11457363	Chr1	15703592	15704001
Chr1	12364135	12365993	Chr1	20711577	20713420
Chr1	12754458	12755189	Chr1	11590587	11591318
Chr1	12823034	12831622	Chr1	7887907	7896390
Chr1	12832723	12839583	Chr1	7877954	7884814
Chr1	12942845	12947011	Chr1	16065906	16070103
Chr1	14441124	14448630	Chr1	14389929	14397457
Chr1	14808881	14810376	Chr1	14475196	14476691
Chr1	15423738	15423928	Chr1	14430423	14430613
Chr1	15430841	15433005	Chr1	14450025	14454240
Chr1	15673892	15674071	Chr1	14551243	14551422
Chr1	16070137	16074322	Chr1	11150486	11154681
Chr1	16360016	16360591	Chr1	27030477	27031052
Chr1	16742479	16751122	Chr1	14314135	14322772
Chr1	17470102	17473363	Chr1	16527118	16530390
Chr1	17473675	17476468	Chr1	16524323	16527116
Chr1	18154506	18163468	Chr1	14653427	14662428
Chr1	18744960	18747045	Chr1	22833672	22835758
Chr1	19336300	19339384	Chr1	20180925	20184009
Chr1	19603157	19603498	Chr1	16871010	16871357
Chr1	21822367	21827527	Chr1	20734053	20739204
Chr1	22555100	22555504	Chr1	21530853	21531256
Chr1	22945780	22947751	Chr1	21840516	21842461
Chr1	23240232	23242667	Chr1	4177954	4180389
Chr1	24482629	24483022	Chr1	23420643	23421033
Chr1	24857175	24859465	Chr1	23653651	23655941
Chr1	26897128	26899431	Chr1	25802943	25805241
Chr2	16330	24009	Chr2	1483070	1490755
Chr2	890594	891463	Chr2	920639	921535
Chr2	1788920	1789906	Chr2	17824086	17825072
Chr2	1803409	1803613	Chr2	3022711	3022917
Chr2	1906864	1912112	Chr2	4465247	4470496
Chr2	2091963	2094687	Chr2	88090	90805
Chr2	2542623	2548187	Chr2	5675736	5681285
Chr2	2546385	2552132	Chr2	2577018	2582754
Chr2	3547953	3552491	Chr2	3339821	3344350
Chr2	3702567	3703028	Chr2	3076523	3076974
Chr2	3845317	3846475	Chr2	2647062	2648218
Chr2	3852605	3854089	Chr2	11480250	11481739
Chr2	4978567	4978990	Chr2	4381208	4381631
Chr2	5841111	5842654	Chr2	6726121	6727659
Chr2	6206595	6207151	Chr2	17022309	17022865
Chr2	6572746	6578004	Chr2	5666687	5671952
Chr2	6659171	6659507	Chr2	6044869	6045201
Chr2	6682165	6683114	Chr2	5925802	5926747
Chr2	7005166	7008363	Chr2	17101705	17104904
Chr2	7173020	7176723	Chr2	4560659	4564362
Chr2	8907451	8907996	Chr2	1538353	1538899
Chr2	10001479	10009657	Chr2	5525709	5534059
Chr2	12449210	12454482	Chr2	1931431	1936703
Chr2	13154352	13154553	Chr2	12677741	12677942
Chr2	16876087	16876623	Chr2	667860	668395
Chr2	18709081	18711054	Chr2	16147442	16149399
Chr3	1971058	1971831	Chr3	1972380	1973147
Chr3	6546506	6548053	Chr3	6369826	6371379
Chr3	7860742	7860928	Chr3	3139951	3140137
Chr3	9226633	9231379	Chr3	3054988	3059734
Chr3	9471171	9472117	Chr3	1944388	1945334
Chr3	9725170	9736162	Chr3	10727383	10738351
Chr3	9828710	9828876	Chr3	8986332	8986498
Chr3	10495784	10496812	Chr3	15851787	15852815
Chr3	10557842	10558150	Chr3	10644563	10644871
Chr3	11097260	11098480	Chr3	7455669	7456892
Chr3	11392674	11393223	Chr3	11988177	11988729
Chr3	11516644	11521906	Chr3	10785908	10791179
Chr3	11826832	11831627	Chr3	12077452	12082207
Chr3	11959399	11960295	Chr3	10241425	10242318
Chr3	11972127	11973047	Chr3	906248	907168
Chr3	12154367	12155572	Chr3	12837998	12839187
Chr3	12670366	12670608	Chr3	15845665	15845905
Chr3	12847074	12849739	Chr3	13571501	13574167
Chr3	12873645	12876500	Chr3	13445088	13447956
Chr3	12969825	12970306	Chr3	12546199	12546680
Chr3	13090891	13092843	Chr3	14243369	14245357
Chr3	13210779	13212854	Chr3	12316668	12318790
Chr3	13262150	13262531	Chr3	14512306	14512685
Chr3	13272944	13274174	Chr3	13559518	13560747
Chr3	13486882	13487433	Chr3	14947065	14947615
Chr3	13630430	13631039	Chr3	12623025	12623633
Chr3	13821683	13823342	Chr3	12480458	12482122
Chr3	14040047	14041344	Chr3	14672256	14673553
Chr3	14082291	14084522	Chr3	16675258	16677488
Chr3	14131617	14132039	Chr3	13591667	13592089
Chr3	14221701	14270135	Chr3	12489417	12538238
Chr3	14270135	14272671	Chr3	12552336	12554874
Chr3	14272946	14279586	Chr3	4612053	4618695
Chr3	14281174	14285460	Chr3	4607763	4612056
Chr3	14286973	14329067	Chr3	12554865	12600047
Chr3	14956988	14962137	Chr3	16901485	16906611
Chr3	15676766	15677268	Chr3	9221146	9221654
Chr3	16047157	16049809	Chr3	15292631	15293313
Chr3	16053691	16057525	Chr3	15262255	15266040
Chr3	16087749	16091301	Chr3	15356550	15360101
Chr3	16196567	16198188	Chr3	14806601	14808222
Chr3	16846944	16847893	Chr3	9237564	9238513
Chr3	22232175	22236802	Chr3	6064230	6068855
Chr3	22527371	22562691	Chr3	16512285	16536423
Chr3	22563495	22568225	Chr3	16536429	16541160
Chr4	3310541	3310900	Chr4	2716027	2716387
Chr4	3866792	3949089	Chr4	3630129	3712313
Chr4	4685637	4686075	Chr4	6488769	6489207
Chr4	5057644	5058818	Chr4	4380800	4381978
Chr4	5063538	5064054	Chr4	4380284	4380799
Chr4	5319902	5324523	Chr4	4641827	4646411
Chr4	6183603	6185141	Chr4	2805631	2807164
Chr4	8421099	8421906	Chr4	1667402	1668212
Chr4	9496119	9496992	Chr4	8996524	8997397
Chr4	9503619	9504000	Chr4	8982356	8982737
Chr4	9534201	9534839	Chr4	8995831	8996468
Chr4	10283925	10286962	Chr4	8126841	8129877
Chr4	10919294	10919676	Chr4	5124676	5125057
Chr4	11039255	11039650	Chr4	5108539	5108930
Chr4	11046912	11053935	Chr4	10451562	10458552
Chr4	11074061	11080489	Chr4	10454321	10460715
Chr4	11103513	11117567	Chr4	10436524	10450570
Chr4	11210780	11211599	Chr4	10485897	10486724
